qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP002010,Montreuil,32.0,200043495.0,,02403,9285.0,12327.0,16333.0,0.6,7242.0,8821.0,9795.0,10997.0,13417.0,15304.0,17208.0,20496.0,2.8,0.2,3.3,45.4,33.3,4.0,25.7,5.2,11.7,8.8,-8.4,QP002010,48.0,17.9,7.0,,,both,QP002010
QP002011,Champagne Moulin - Roux,32.0,200043495.0,,02403,8462.0,10948.0,14567.0,0.6,6630.0,8005.0,8917.0,9805.0,12230.0,13762.0,15567.0,18958.0,2.9,0.2,3.3,46.0,25.9,3.1,32.0,8.7,13.0,10.3,-7.0,QP002011,59.0,20.8,12.0,90.2,12.1,both,QP002011
QP002012,Saint-Crépin Ouest,32.0,240200477.0,,02404,9746.0,12717.0,16433.0,0.5,7482.0,8840.0,10373.0,11628.0,14092.0,15575.0,17503.0,20193.0,2.7,0.2,3.0,47.8,33.1,2.5,23.5,4.0,11.6,7.9,-6.9,QP002012,44.9,18.7,5.0,,10.1,both,QP002012
QP002013,Presles,32.0,240200477.0,,02404,8839.0,11603.0,14964.0,0.5,7237.0,8433.0,9420.0,10564.0,12723.0,14148.0,15913.0,18667.0,2.6,0.2,2.9,54.8,20.5,1.8,29.3,8.1,11.7,9.5,-6.4,QP002013,55.1,21.9,13.2,,13.2,both,QP002013
QP002014,Chevreux,32.0,240200477.0,,02404,8515.0,10639.0,13040.0,0.4,6714.0,7924.0,8930.0,9771.0,11625.0,12304.0,13874.0,16464.0,2.5,0.2,2.7,44.1,13.6,1.4,45.4,15.0,16.7,13.7,-4.5,QP002014,65.6,22.8,24.6,,,both,QP002014
QP002015,Route De Vivières,32.0,240200691.0,,02301,10589.0,13642.0,17667.0,0.5,7936.0,10058.0,10904.0,12496.0,15023.0,16517.0,18563.0,20927.0,2.6,0.2,2.9,68.0,19.3,2.2,19.3,5.6,7.1,6.6,-8.8,QP002015,37.4,18.4,11.3,,,both,QP002015
QP002016,Blanchard,32.0,240200618.0,,02401,10045.0,13375.0,16776.0,0.5,8200.0,9515.0,10869.0,12299.0,14355.0,15653.0,17620.0,20427.0,2.5,0.2,3.0,67.4,15.9,2.4,23.0,7.7,7.2,8.2,-8.7,QP002016,38.3,26.1,11.6,,,both,QP002016
QP002017,Vaucrises,32.0,240200618.0,,02401,10001.0,12763.0,15980.0,0.5,7856.0,9535.0,10579.0,11723.0,14018.0,15297.0,16972.0,19709.0,2.5,0.2,2.8,60.6,21.3,2.1,23.5,6.9,8.4,8.3,-7.5,QP002017,43.2,26.2,9.8,,,both,QP002017
QP003001,Coeur D'Agglo,84.0,240300426.0,,03502,10128.0,13770.0,18758.0,0.6,7341.0,9200.0,10894.0,12290.0,15289.0,17331.0,19994.0,23913.0,3.3,0.3,3.9,54.8,30.3,6.8,18.8,3.3,8.9,6.5,-10.7,QP003001,39.1,14.8,5.0,76.7,7.7,both,QP003001
QP003002,Les Ailes,84.0,240300426.0,,03502,10438.0,13218.0,16705.0,0.5,8517.0,9801.0,11116.0,12308.0,14570.0,16063.0,17743.0,20754.0,2.4,0.2,2.8,41.5,37.9,4.5,23.8,5.1,10.3,8.4,-7.7,QP003002,38.2,20.9,6.0,,,both,QP003002
QP003003,Moulins-Sud,84.0,240300616.0,,03401,10023.0,13646.0,17583.0,0.6,7838.0,9323.0,10676.0,12226.0,15025.0,16500.0,18559.0,21681.0,2.8,0.2,3.2,46.8,34.6,5.4,22.2,4.6,10.2,7.4,-9.0,QP003003,39.4,17.7,5.3,87.6,6.8,both,QP003003
QP003004,Rive Gauche,84.0,240300608.0,,03501,9775.0,13465.0,17798.0,0.6,7628.0,8997.0,10489.0,11958.0,15036.0,16912.0,19272.0,22937.0,3.0,0.3,3.8,44.6,37.0,8.2,20.1,4.5,9.1,6.5,-9.9,QP003004,41.7,15.2,6.5,73.6,7.5,both,QP003004
QP003005,Fontbouillant,84.0,240300608.0,,03501,9848.0,12842.0,16233.0,0.5,7605.0,9285.0,10761.0,11728.0,13969.0,15274.0,17062.0,19743.0,2.6,0.2,3.0,42.4,30.8,3.2,29.5,4.5,15.2,9.9,-5.9,QP003005,42.5,17.4,,,,both,QP003005
QP003006,Bien-Assis,84.0,240300608.0,,03501,8566.0,11516.0,14591.0,0.5,6588.0,7908.0,9039.0,10373.0,12566.0,13807.0,15676.0,18210.0,2.8,0.2,3.1,39.8,25.9,2.9,36.9,8.6,16.8,11.5,-5.5,QP003006,55.6,26.7,8.0,,,both,QP003006
QP004001,Centre Ville - Pigeonnier,93.0,200034916.0,,04301,9687.0,13498.0,18417.0,0.6,7591.0,9106.0,10439.0,11809.0,15359.0,17032.0,19718.0,24835.0,3.3,0.3,3.9,56.3,29.1,7.2,18.0,2.8,9.2,6.1,-10.6,QP004001,40.8,14.2,5.0,79.4,,both,QP004001
QP004002,Centre Ville - Saint-Lazare,93.0,200034700.0,,04401,10586.0,14078.0,18673.0,0.6,7715.0,9635.0,11392.0,12660.0,15527.0,17395.0,20379.0,24431.0,3.2,0.3,3.9,59.0,29.9,7.3,14.5,3.2,6.3,4.9,-10.7,QP004002,34.8,13.8,6.7,68.6,9.1,both,QP004002
QP004003,Arc Serrets - Plantiers - Aliziers,93.0,200034700.0,,04401,10125.0,12913.0,16958.0,0.5,7846.0,9581.0,10668.0,11721.0,14104.0,15948.0,18223.0,23013.0,2.9,0.2,3.5,50.9,32.5,6.0,19.3,6.4,6.8,6.1,-8.7,QP004003,43.7,14.9,15.0,67.0,,both,QP004003
QP005001,Haut - Gap,93.0,200040004.0,,05401,10500.0,14723.0,19322.0,0.6,7938.0,9541.0,11271.0,12766.0,16415.0,18379.0,20882.0,25352.0,3.2,0.3,3.8,57.8,30.7,6.6,15.3,5.3,5.4,4.6,-10.4,QP005001,34.7,18.4,9.8,67.6,,both,QP005001
QP006001,Las Planas,93.0,200030195.0,,06701,10778.0,13801.0,17336.0,0.5,7650.0,9856.0,11283.0,12384.0,15073.0,16163.0,18532.0,20660.0,2.7,0.2,3.1,52.2,31.3,2.0,22.1,4.8,10.0,7.4,-7.6,QP006001,37.7,24.8,7.2,,,both,QP006001
QP006002,Coeur De Ville - Hauts De Vallauris,93.0,240600585.0,,06701,10068.0,13104.0,17448.0,0.6,7153.0,8914.0,10646.0,11758.0,14752.0,16364.0,18549.0,22467.0,3.1,0.3,3.8,64.6,21.9,6.6,17.0,4.1,7.6,5.4,-10.1,QP006002,42.6,15.3,11.6,72.0,7.2,both,QP006002
QP006003,Ranguin-Frayère,93.0,200039915.0,,06701,11255.0,14367.0,17964.0,0.5,8484.0,10427.0,11901.0,13136.0,15650.0,17170.0,18877.0,21874.0,2.6,0.2,2.9,62.9,25.6,2.6,17.2,5.2,6.4,5.6,-8.3,QP006003,31.5,20.3,12.9,83.2,6.7,both,QP006003
QP006004,Genêts - Oliviers - Saint-Pierre,93.0,200039915.0,,06701,11550.0,14468.0,18078.0,0.5,8827.0,10569.0,11988.0,13196.0,15637.0,16956.0,19186.0,21832.0,2.5,0.2,2.8,58.4,30.2,3.1,17.1,5.3,6.0,5.8,-8.8,QP006004,30.9,18.7,13.9,85.0,,both,QP006004
QP006005,Grand Centre,93.0,200039857.0,,06701,10247.0,13785.0,18384.0,0.6,7234.0,9310.0,11029.0,12450.0,15450.0,17167.0,19735.0,23885.0,3.3,0.3,3.9,71.0,18.1,3.8,17.6,4.6,7.2,5.8,-10.5,QP006005,37.4,17.0,9.4,74.9,7.2,both,QP006005
QP006006,Les Fleurs De Grasse,93.0,200039857.0,,06701,10285.0,13418.0,17086.0,0.5,7949.0,9250.0,10769.0,12220.0,14671.0,16256.0,17969.0,21073.0,2.7,0.2,3.0,63.5,19.7,1.5,22.7,7.1,7.9,7.7,-7.4,QP006006,39.5,21.9,18.1,,,both,QP006006
QP006007,La Condamine,93.0,240600593.0,,06701,10053.0,13697.0,17902.0,0.6,7694.0,9322.0,11073.0,12581.0,15349.0,17032.0,18609.0,21549.0,2.8,0.2,3.2,69.8,17.4,2.5,18.9,9.2,4.9,4.9,-8.6,QP006007,37.8,21.2,21.6,52.5,,both,QP006007
QP006008,Centre,93.0,200030195.0,,06701,11529.0,15067.0,18169.0,0.4,8981.0,10671.0,12347.0,13743.0,15946.0,17457.0,19037.0,22468.0,2.5,0.2,2.8,66.6,21.7,2.2,17.8,6.1,6.2,5.5,-8.3,QP006008,27.6,20.1,18.0,,,both,QP006008
QP006009,Résidence Sociale Nicéa,93.0,200030195.0,,06701,5783.0,8962.0,11409.0,0.6,3631.0,5192.0,6457.0,7787.0,10136.0,11048.0,11725.0,13511.0,3.7,0.3,4.3,12.1,35.0,1.5,52.5,,32.4,,-1.1,QP006009,84.0,,,,,both,QP006009
QP006010,Les Moulins - Le Point Du Jour,93.0,200030195.0,,06701,9695.0,12540.0,15682.0,0.5,7259.0,8904.0,10227.0,11415.0,13660.0,14981.0,16574.0,19380.0,2.7,0.2,3.0,53.1,25.1,1.7,26.8,8.0,10.5,8.3,-6.7,QP006010,46.5,21.9,16.4,,7.1,both,QP006010
QP006011,Les Sagnes,93.0,200030195.0,,06701,9063.0,11788.0,16561.0,0.6,6603.0,8579.0,10026.0,10926.0,13632.0,15452.0,17500.0,20426.0,3.1,0.2,3.5,49.7,30.5,3.0,24.0,3.8,12.3,7.9,-7.2,QP006011,51.5,,7.9,78.9,,both,QP006011
QP006012,Centre,93.0,200030195.0,,06701,10076.0,14490.0,19317.0,0.6,7028.0,9048.0,10906.0,12721.0,16152.0,18147.0,21267.0,27818.0,4.0,0.3,4.8,62.5,26.3,9.1,15.2,3.0,7.2,4.9,-13.1,QP006012,36.2,13.7,7.1,65.6,6.4,both,QP006012
QP006013,Paillon,93.0,200030195.0,,06701,10058.0,13142.0,17051.0,0.5,7577.0,9329.0,10698.0,11968.0,14363.0,15993.0,18175.0,21415.0,2.8,0.2,3.2,59.4,21.0,2.8,25.2,7.3,10.7,7.2,-8.4,QP006013,41.0,19.0,16.1,80.4,7.8,both,QP006013
QP006014,Ariane - Le Manoir,93.0,200030195.0,,06701,9765.0,12775.0,16399.0,0.5,7585.0,9163.0,10415.0,11588.0,13932.0,15465.0,17544.0,20590.0,2.7,0.2,3.2,55.2,24.8,3.0,24.8,9.1,9.0,6.7,-7.8,QP006014,44.8,14.9,22.0,67.7,7.0,both,QP006014
QP006015,Palais Des Expositions,93.0,200030195.0,,06701,10841.0,14527.0,19423.0,0.6,7920.0,10022.0,11581.0,12862.0,16357.0,18466.0,20398.0,26596.0,3.4,0.3,4.0,73.0,18.3,4.9,15.5,4.1,6.3,5.0,-11.7,QP006015,33.4,15.4,8.5,73.7,,both,QP006015
QP006016,Centre,93.0,200030195.0,,06701,9520.0,13218.0,18577.0,0.7,7064.0,8625.0,10205.0,11741.0,15080.0,17085.0,20743.0,26073.0,3.7,0.3,4.5,68.3,23.1,6.3,14.0,3.1,6.3,4.5,-11.7,QP006016,44.5,16.3,9.0,70.3,,both,QP006016
QP007001,Le Contrat Ville Des Quartiers D’Avenir D’Aubenas,84.0,240700310.0,,07402,9576.0,12405.0,17365.0,0.6,7235.0,8935.0,10177.0,11371.0,14071.0,15912.0,18820.0,23589.0,3.3,0.3,3.8,54.2,28.9,7.2,19.5,5.1,8.0,6.4,-9.8,QP007001,46.5,14.9,8.7,78.7,10.3,both,QP007001
QP007002,Coeur De Ville,84.0,240700708.0,,00551,10759.0,14181.0,18520.0,0.5,8654.0,10000.0,11196.0,12716.0,15780.0,17518.0,19543.0,22966.0,2.7,0.2,3.1,58.1,27.6,7.0,16.7,3.7,7.2,5.8,-9.4,QP007002,36.6,14.9,,70.9,,both,QP007002
QP007003,Sud Avenir,84.0,240700708.0,,00551,9296.0,12432.0,16660.0,0.6,7543.0,8694.0,10009.0,11445.0,13564.0,15312.0,17584.0,22001.0,2.9,0.2,3.3,50.2,29.9,5.2,22.8,6.3,9.0,7.4,-8.1,QP007003,46.7,14.9,13.7,79.2,,both,QP007003
QP007004,Les Hauts De Ville,84.0,200043917.0,,07401,10000.0,13068.0,17061.0,0.5,7481.0,9453.0,10624.0,11811.0,14303.0,15901.0,18172.0,21211.0,2.8,0.2,3.5,61.4,23.1,4.5,20.2,5.5,7.7,7.1,-9.2,QP007004,42.3,16.8,9.2,88.4,10.1,both,QP007004
QP007005,Nouvel Horizon,84.0,200038933.0,,07301,9841.0,12975.0,17798.0,0.6,8045.0,9216.0,10433.0,11746.0,14389.0,16251.0,18719.0,21462.0,2.7,0.2,3.3,45.2,33.7,5.9,23.7,5.3,10.7,7.7,-8.5,QP007005,42.4,15.7,7.9,,,both,QP007005
QP008001,Manchester,44.0,200041630.0,,08501,8998.0,11922.0,15920.0,0.6,6997.0,8397.0,9347.0,10553.0,13291.0,14863.0,17061.0,20505.0,2.9,0.2,3.2,45.0,32.5,2.3,27.3,5.6,12.4,9.3,-7.1,QP008001,51.4,17.6,7.1,,8.1,both,QP008001
QP008002,Ronde Couture,44.0,200041630.0,,08501,8573.0,11287.0,14858.0,0.6,7100.0,8274.0,9118.0,10180.0,12452.0,13847.0,15723.0,18528.0,2.6,0.2,3.0,45.2,27.4,2.5,31.3,7.6,13.4,10.2,-6.4,QP008002,56.9,18.8,12.4,91.4,9.1,both,QP008002
QP008003,La Houillère,44.0,200041630.0,,08501,9503.0,12285.0,15812.0,0.5,7732.0,8748.0,9986.0,11097.0,13575.0,14976.0,16690.0,19479.0,2.5,0.2,2.8,47.7,30.1,2.5,26.4,5.6,11.3,9.5,-6.7,QP008003,48.9,18.0,6.8,,,both,QP008003
QP008004,La Couronne,44.0,200041630.0,,08501,9801.0,13674.0,17918.0,0.6,7760.0,9079.0,10715.0,12136.0,15266.0,16914.0,18966.0,23241.0,3.0,0.3,3.6,60.2,27.6,3.9,18.7,4.4,7.5,6.9,-10.4,QP008004,39.6,17.5,5.2,86.6,,both,QP008004
QP008005,Torcy Cités,44.0,200041630.0,,08401,9824.0,12519.0,15904.0,0.5,7779.0,9264.0,10396.0,11214.0,13650.0,15167.0,16686.0,20211.0,2.6,0.2,3.0,53.5,24.2,3.7,26.8,7.7,10.8,8.3,-8.2,QP008005,46.5,,17.0,,,both,QP008005
QP008006,Torcy Centre,44.0,200041630.0,,08401,10159.0,13989.0,19277.0,0.7,8384.0,9391.0,10723.0,12295.0,15390.0,17888.0,20792.0,25225.0,3.0,0.3,3.8,59.5,26.2,6.6,19.4,4.1,9.1,6.2,-11.7,QP008006,38.7,17.1,,77.0,,both,QP008006
QP008007,Le Lac - Centre Ancien,44.0,200041630.0,,08401,9033.0,12093.0,15849.0,0.6,7517.0,8590.0,9578.0,10873.0,13418.0,14884.0,16838.0,20187.0,2.7,0.2,3.2,52.6,24.3,3.3,27.9,5.3,12.8,9.8,-8.1,QP008007,50.1,19.0,5.8,93.2,10.7,both,QP008007
QP008008,Coeur De Vie,44.0,200043156.0,,08301,9244.0,12773.0,18003.0,0.7,7501.0,8750.0,9774.0,11469.0,14735.0,16759.0,19534.0,23147.0,3.1,0.3,4.0,53.0,28.5,7.3,21.3,4.1,9.9,7.3,-10.1,QP008008,43.9,17.6,,81.1,,both,QP008008
QP009001,Coeur De Ville,76.0,240900324.0,,09203,9655.0,13709.0,18393.0,0.6,6895.0,8872.0,10688.0,12399.0,14928.0,16903.0,19614.0,24330.0,3.5,0.3,4.8,52.6,28.2,10.8,19.5,2.5,9.9,7.1,-11.1,QP009001,37.6,13.8,,76.0,,both,QP009001
QP009002,Centre Ancien,76.0,240900381.0,,09301,10035.0,13940.0,19106.0,0.7,7681.0,9240.0,10563.0,12602.0,15595.0,17718.0,21160.0,28142.0,3.7,0.3,4.8,54.0,30.2,11.2,16.4,1.9,7.7,6.8,-11.8,QP009002,37.7,,,78.1,,both,QP009002
QP009003,Centre Ancien - La Gloriette,76.0,240900407.0,,09401,9656.0,13507.0,18108.0,0.6,7374.0,9026.0,10517.0,11901.0,14949.0,16890.0,19212.0,23697.0,3.2,0.3,4.0,52.1,30.0,7.6,20.4,3.3,9.5,7.5,-10.1,QP009003,41.3,15.3,5.0,78.3,8.0,both,QP009003
QP010001,Gare,44.0,241000397.0,,10601,9996.0,12988.0,17017.0,0.5,7936.0,9344.0,10504.0,11928.0,14109.0,15980.0,18230.0,23833.0,3.0,0.3,3.6,56.6,24.3,5.1,24.5,6.9,8.9,8.7,-10.5,QP010001,41.3,25.1,10.9,,,both,QP010001
QP010002,Bords De Seine,44.0,241000397.0,,10601,10624.0,13904.0,17475.0,0.5,8523.0,9768.0,11277.0,12609.0,15212.0,16719.0,18433.0,21625.0,2.5,0.2,3.1,63.1,22.9,3.2,20.1,3.9,8.6,7.6,-9.3,QP010002,36.5,19.3,5.0,,9.1,both,QP010002
QP010003,Chantereigne Montvilliers Beau-Toquat,44.0,241000397.0,,10601,9473.0,12225.0,15682.0,0.5,7342.0,8886.0,9971.0,11114.0,13483.0,14841.0,16695.0,19239.0,2.6,0.2,2.9,55.0,23.1,2.0,26.6,7.5,10.0,9.1,-6.7,QP010003,49.2,19.6,11.7,93.1,10.1,both,QP010003
QP010004,Debussy,44.0,241000397.0,,10601,9728.0,12661.0,15561.0,0.5,7786.0,9037.0,10485.0,11537.0,13499.0,14640.0,16856.0,19859.0,2.6,0.2,2.9,62.3,14.0,1.6,29.2,9.6,10.0,9.6,-7.1,QP010004,45.0,25.8,21.2,,,both,QP010004
QP010005,Maugout,44.0,241000397.0,,10601,8786.0,12505.0,16612.0,0.6,6674.0,8329.0,9487.0,11117.0,13818.0,15672.0,17559.0,21062.0,3.2,0.3,4.1,58.6,23.5,2.9,24.8,7.1,8.2,9.6,-9.8,QP010005,47.7,25.2,9.5,,,both,QP010005
QP010006,Chartreux,44.0,241000397.0,,10601,8803.0,11842.0,15385.0,0.6,6994.0,8257.0,9338.0,10268.0,13253.0,14530.0,16414.0,19036.0,2.7,0.2,3.2,48.7,27.4,2.5,28.0,7.2,11.6,9.2,-6.6,QP010006,51.7,20.2,8.5,,9.6,both,QP010006
QP010007,Jules Guesde,44.0,241000397.0,,10601,8412.0,10976.0,13735.0,0.5,6321.0,7880.0,9122.0,9906.0,11893.0,13147.0,14909.0,17810.0,2.8,0.2,3.4,43.5,26.5,2.4,32.8,8.9,14.6,9.3,-5.2,QP010007,62.0,22.3,11.7,,,both,QP010007
QP010008,Sénardes,44.0,241000397.0,,10601,8708.0,11556.0,14813.0,0.5,7142.0,8334.0,9156.0,10188.0,12603.0,13985.0,15719.0,18818.0,2.6,0.2,3.1,52.8,16.6,1.7,35.2,8.2,15.6,11.4,-6.3,QP010008,56.4,20.9,11.2,,,both,QP010008
QP010009,Point Du Jour,44.0,241000397.0,,10601,9206.0,11643.0,14524.0,0.5,7519.0,8778.0,10029.0,10635.0,12751.0,14002.0,15359.0,18060.0,2.4,0.2,2.8,54.2,14.1,1.5,35.7,9.1,14.6,12.0,-5.5,QP010009,52.8,,15.7,,,both,QP010009
QP010010,Quartier Des Lumières - Alfred Boucher,44.0,200000545.0,,10301,8599.0,11636.0,15043.0,0.6,6337.0,7997.0,9126.0,10501.0,12784.0,14303.0,15944.0,18582.0,2.9,0.2,3.4,51.6,23.7,2.1,29.0,6.4,12.0,10.6,-6.4,QP010010,53.9,18.0,8.2,,11.7,both,QP010010
QP011001,Quartier Aude,76.0,200043487.0,,11301,9443.0,13186.0,18023.0,0.7,7316.0,8691.0,10265.0,11821.0,14715.0,16869.0,19477.0,24205.0,3.3,0.3,4.6,50.3,33.6,8.6,19.2,2.6,9.8,6.8,-11.7,QP011001,41.8,16.3,,74.5,,both,QP011001
QP011002,La Conte - Ozanam,76.0,200035715.0,,11501,8241.0,10857.0,14452.0,0.6,6455.0,7600.0,8759.0,9643.0,12211.0,13442.0,15983.0,19969.0,3.1,0.3,4.0,49.8,23.0,3.0,32.3,8.7,13.7,10.0,-8.1,QP011002,59.2,19.4,17.0,83.0,10.4,both,QP011002
QP011003,Le Viguier - Saint-Jacques,76.0,200035715.0,,11501,8017.0,10161.0,13420.0,0.5,6301.0,7629.0,8356.0,9255.0,11492.0,12618.0,14694.0,17757.0,2.8,0.2,3.4,39.1,24.2,1.8,40.0,8.7,18.8,12.5,-5.1,QP011003,65.0,19.0,12.0,,10.7,both,QP011003
QP011004,Bastide Pont-Vieux,76.0,200035715.0,,11501,9442.0,13349.0,19085.0,0.7,6975.0,8787.0,10229.0,11957.0,15167.0,17542.0,21059.0,27282.0,3.9,0.3,5.2,60.8,24.6,8.4,19.9,2.3,10.5,7.1,-13.7,QP011004,41.1,15.4,5.0,79.8,8.5,both,QP011004
QP011005,Fleming La Reille,76.0,200035715.0,,11501,8878.0,12292.0,16778.0,0.6,7108.0,8327.0,9507.0,10695.0,13320.0,15327.0,18559.0,22429.0,3.2,0.3,3.6,38.8,38.7,3.8,26.5,5.4,12.4,8.7,-7.8,QP011005,48.1,21.3,7.7,75.0,,both,QP011005
QP011006,Grazailles,76.0,200035715.0,,11501,9302.0,12386.0,16627.0,0.6,7786.0,8963.0,9959.0,11004.0,13736.0,15332.0,18297.0,22321.0,2.9,0.2,3.2,47.5,31.2,3.6,26.1,6.1,11.6,8.3,-8.4,QP011006,47.6,29.3,8.8,,,both,QP011006
QP011007,Narbonne Ouest,76.0,241100593.0,,11502,9400.0,12225.0,16024.0,0.5,7564.0,8755.0,9940.0,10993.0,13489.0,14887.0,17338.0,20863.0,2.8,0.2,3.2,47.2,29.7,4.1,26.7,6.3,11.9,8.5,-7.7,QP011007,49.1,20.1,11.8,82.9,10.6,both,QP011007
QP011008,Narbonne Centre,76.0,241100593.0,,11502,9594.0,13240.0,17621.0,0.6,7292.0,8882.0,10351.0,11847.0,14649.0,16345.0,19179.0,24488.0,3.4,0.3,4.4,56.0,26.1,8.1,21.1,2.7,10.7,7.6,-11.3,QP011008,42.2,16.7,5.0,78.9,10.4,both,QP011008
QP011009,Narbonne Est,76.0,241100593.0,,11502,9308.0,12329.0,15743.0,0.5,7463.0,8713.0,10084.0,11243.0,13327.0,14949.0,16762.0,19674.0,2.6,0.2,3.0,50.5,27.0,2.8,26.7,6.1,12.3,8.3,-7.0,QP011009,47.1,22.4,9.2,,,both,QP011009
QP011010,Centre Ville,76.0,200035863.0,,11206,9044.0,13360.0,18550.0,0.7,6797.0,8303.0,9740.0,11652.0,15309.0,17395.0,20049.0,25518.0,3.8,0.3,4.7,43.9,38.4,9.5,19.0,3.8,9.6,5.7,-10.8,QP011010,43.0,14.0,6.0,58.9,8.5,both,QP011010
QP012001,Quatre Saisons,76.0,241200187.0,,12402,9352.0,12497.0,16296.0,0.6,6782.0,9032.0,10073.0,11223.0,13933.0,15639.0,17306.0,20245.0,3.0,0.2,3.2,61.7,23.2,2.9,19.8,6.5,7.6,5.7,-7.6,QP012001,47.1,14.4,11.9,,,both,QP012001
QP012002,La Bastide,76.0,241200633.0,,12301,9597.0,12579.0,16446.0,0.5,6917.0,8938.0,10274.0,11443.0,14053.0,15577.0,17616.0,22216.0,3.2,0.3,4.2,55.6,26.1,8.1,20.0,4.5,9.0,6.5,-9.8,QP012002,46.0,15.1,5.4,76.4,,both,QP012002
QP013001,Florida Parc,93.0,241300391.0,,00759,8118.0,11316.0,14917.0,0.6,5965.0,7275.0,8873.0,10119.0,12484.0,13976.0,15666.0,18399.0,3.1,0.2,3.8,52.1,19.0,2.8,32.3,7.7,15.2,9.4,-6.2,QP013001,56.1,,23.2,,,both,QP013001
QP013002,Quartier Centre Ville,93.0,241300201.0,,00759,11908.0,14868.0,18094.0,0.4,8862.0,10987.0,12326.0,13722.0,16125.0,17386.0,19424.0,22485.0,2.5,0.2,2.8,63.7,21.9,1.9,19.5,3.7,8.6,7.2,-7.0,QP013002,27.7,,,,,both,QP013002
QP013003,Saint Henri,93.0,241300391.0,,00759,10302.0,13719.0,17886.0,0.6,8138.0,9726.0,10971.0,12650.0,15141.0,16865.0,19287.0,22539.0,2.8,0.2,3.2,61.5,24.4,3.3,20.4,6.4,7.4,6.6,-9.6,QP013003,35.8,23.2,13.4,85.3,,both,QP013003
QP013004,Notre-Dame,93.0,241300276.0,,00759,12346.0,15388.0,18696.0,0.4,10062.0,11800.0,12868.0,14072.0,16350.0,17775.0,20178.0,22803.0,2.3,0.2,2.5,74.4,15.3,2.1,17.2,7.2,3.9,6.0,-9.0,QP013004,23.5,26.5,15.2,,,both,QP013004
QP013005,La Viste,93.0,241300391.0,,00759,9050.0,11938.0,15749.0,0.6,7246.0,8602.0,9599.0,10624.0,13072.0,14756.0,17121.0,20741.0,2.9,0.2,3.5,53.8,22.8,2.9,28.3,8.6,10.6,9.0,-7.8,QP013005,51.2,20.9,18.7,,7.5,both,QP013005
QP013006,Roquecoquille,93.0,200035087.0,,00754,10109.0,13181.0,17813.0,0.6,7997.0,9685.0,10915.0,11951.0,14591.0,16443.0,19132.0,21488.0,2.7,0.2,3.2,70.6,20.1,2.0,16.5,6.5,4.5,5.5,-9.2,QP013006,40.7,,12.7,,,both,QP013006
QP013007,La Gavotte - Peyret,93.0,241300391.0,,00759,9005.0,11581.0,15356.0,0.5,7379.0,8582.0,9568.0,10625.0,12946.0,14367.0,16455.0,19170.0,2.6,0.2,2.9,54.9,16.8,1.4,33.1,10.4,12.1,10.6,-6.2,QP013007,53.4,24.6,23.4,,,both,QP013007
QP013008,Château Saint Loup,93.0,241300391.0,,00759,9945.0,12640.0,16044.0,0.5,8341.0,9364.0,10707.0,11867.0,13967.0,15083.0,17020.0,20680.0,2.5,0.2,2.9,53.2,24.1,1.7,28.4,8.2,11.3,8.9,-7.4,QP013008,42.8,24.9,13.9,,,both,QP013008
QP013009,La Capelette,93.0,241300391.0,,00759,9929.0,13608.0,18197.0,0.6,7228.0,9241.0,10410.0,11822.0,15262.0,17243.0,19341.0,23533.0,3.3,0.3,3.7,64.2,27.2,2.8,16.0,2.9,7.5,5.5,-10.2,QP013009,41.3,12.3,5.0,86.3,,both,QP013009
QP013010,Griffeuille,93.0,241300417.0,,00552,9109.0,12116.0,15838.0,0.6,7610.0,8586.0,9631.0,11204.0,13206.0,14872.0,16774.0,19331.0,2.5,0.2,2.9,47.4,29.9,2.1,26.9,6.0,11.3,9.6,-6.3,QP013010,49.8,18.1,11.0,,8.7,both,QP013010
QP013011,Barriol,93.0,241300417.0,,00552,9604.0,12334.0,16067.0,0.5,7795.0,9037.0,10228.0,11350.0,13405.0,15024.0,17073.0,19539.0,2.5,0.2,3.0,54.7,23.4,2.1,26.7,8.0,9.5,9.2,-6.9,QP013011,47.9,19.0,14.8,,9.0,both,QP013011
QP013012,Le Trébon,93.0,241300417.0,,00552,9483.0,12670.0,16152.0,0.5,7579.0,8689.0,9891.0,11273.0,13657.0,15315.0,17040.0,19982.0,2.6,0.2,3.0,55.6,24.2,1.8,25.4,7.4,9.4,8.6,-7.0,QP013012,45.5,19.9,12.0,,7.9,both,QP013012
QP013013,Centre Historique - Ferrages,93.0,241300417.0,,00456,8489.0,11840.0,16529.0,0.7,6083.0,7830.0,9060.0,10419.0,13280.0,15148.0,17805.0,22281.0,3.7,0.3,4.7,58.6,25.5,7.0,18.6,5.1,7.7,5.8,-9.7,QP013013,52.6,13.9,12.2,65.0,9.3,both,QP013013
